species,class
Bolitoglossa rostrata,Amphibians
Bolitoglossa rufescens,Amphibians
Bolitoglossa salvinii,Amphibians
Bolitoglossa savagei,Amphibians
Bolitoglossa schizodactyla,Amphibians
Bolitoglossa silverstonei,Amphibians
Bolitoglossa sima,Amphibians
Bolitoglossa sombra,Amphibians
Bolitoglossa sooyorum,Amphibians
Bolitoglossa spongai,Amphibians
Bolitoglossa striatula,Amphibians
Bolitoglossa stuarti,Amphibians
Bolitoglossa subpalmata,Amphibians
Bolitoglossa suchitanensis,Amphibians
Bolitoglossa synoria,Amphibians
Bolitoglossa tatamae,Amphibians
Bolitoglossa taylori,Amphibians
Bolitoglossa tica,Amphibians
Bolitoglossa vallecula,Amphibians
Bolitoglossa veracrucis,Amphibians
Bolitoglossa walkeri,Amphibians
Bolitoglossa yucatana,Amphibians
Bolitoglossa zapoteca,Amphibians
Bombina bombina,Amphibians
Bombina lichuanensis,Amphibians
Bombina orientalis,Amphibians
Bombina pachypus,Amphibians
Bombina variegata,Amphibians
Boophis albilabris,Amphibians
Boophis albipunctatus,Amphibians
Boophis andohahela,Amphibians
Boophis andreonei,Amphibians
Boophis anjanaharibeensis,Amphibians
Boophis ankaratra,Amphibians
Boophis axelmeyeri,Amphibians
Boophis blommersae,Amphibians
Boophis boehmei,Amphibians
Boophis bottae,Amphibians
Boophis brachychir,Amphibians
Boophis burgeri,Amphibians
Boophis doulioti,Amphibians
Boophis elenae,Amphibians
Boophis englaenderi,Amphibians
Boophis erythrodactylus,Amphibians
Boophis feonnyala,Amphibians
Boophis goudotii,Amphibians
Boophis guibei,Amphibians
Boophis haematopus,Amphibians
Boophis hillenii,Amphibians
Boophis idae,Amphibians
Boophis jaegeri,Amphibians
Boophis laurenti,Amphibians
Boophis liami,Amphibians
Boophis lichenoides,Amphibians
Boophis lilianae,Amphibians
Boophis luteus,Amphibians
Boophis madagascariensis,Amphibians
Boophis majori,Amphibians
Boophis mandraka,Amphibians
Boophis marojezensis,Amphibians
Boophis microtympanum,Amphibians
Boophis miniatus,Amphibians
Boophis occidentalis,Amphibians
Boophis opisthodon,Amphibians
Boophis pauliani,Amphibians
Boophis periegetes,Amphibians
Boophis picturatus,Amphibians
Boophis pyrrhus,Amphibians
Boophis rappiodes,Amphibians
Boophis reticulatus,Amphibians
Boophis rhodoscelis,Amphibians
Boophis rufioculis,Amphibians
Boophis sambirano,Amphibians
Boophis schuboeae,Amphibians
Boophis septentrionalis,Amphibians
Boophis sibilans,Amphibians
Boophis solomaso,Amphibians
Boophis tampoka,Amphibians
Boophis tasymena,Amphibians
Boophis tephraeomystax,Amphibians
Boophis viridis,Amphibians
Boophis vittatus,Amphibians
Boophis williamsi,Amphibians
Boophis xerophilus,Amphibians
Borneophrys edwardinae,Amphibians
Boulengerula boulengeri,Amphibians
Boulengerula changamwensis,Amphibians
Boulengerula denhardti,Amphibians
Boulengerula fischeri,Amphibians
Boulengerula niedeni,Amphibians
Boulengerula taitana,Amphibians
Boulengerula uluguruensis,Amphibians
Brachycephalus alipioi,Amphibians
Brachycephalus brunneus,Amphibians
Brachycephalus didactylus,Amphibians
Brachycephalus ephippium,Amphibians
Brachycephalus ferruginus,Amphibians
Brachycephalus hermogenesi,Amphibians
Brachycephalus izecksohni,Amphibians
Brachycephalus nodoterga,Amphibians
Brachycephalus pernix,Amphibians
Brachycephalus pombali,Amphibians
Brachycephalus vertebralis,Amphibians
Brachytarsophrys carinense,Amphibians
Brachytarsophrys chuannanensis,Amphibians
Brachytarsophrys feae,Amphibians
Brachytarsophrys intermedia,Amphibians
Brachytarsophrys platyparietus,Amphibians
Bradytriton silus,Amphibians
Brasilotyphlus braziliensis,Amphibians
Breviceps acutirostris,Amphibians
Breviceps adspersus,Amphibians
Breviceps bagginsi,Amphibians
Breviceps fichus,Amphibians
Breviceps fuscus,Amphibians
Breviceps gibbosus,Amphibians
Breviceps macrops,Amphibians
Breviceps montanus,Amphibians
Breviceps mossambicus,Amphibians
Breviceps namaquensis,Amphibians
Breviceps poweri,Amphibians
Breviceps rosei,Amphibians
Breviceps sopranus,Amphibians
Breviceps sylvestris,Amphibians
Breviceps verrucosus,Amphibians
Bromeliohyla bromeliacia,Amphibians
Bromeliohyla dendroscarta,Amphibians
Bryophryne bustamantei,Amphibians
Bryophryne cophites,Amphibians
Bryophryne gymnotis,Amphibians
Bryophryne hanssaueri,Amphibians
Bryophryne nubilosus,Amphibians
Bryophryne zonalis,Amphibians
Buergeria buergeri,Amphibians
Buergeria japonica,Amphibians
Buergeria oxycephala,Amphibians
Buergeria robusta,Amphibians
Bufo ailaoanus,Amphibians
Bufo andrewsi,Amphibians
Bufo aspinius,Amphibians
Bufo bankorensis,Amphibians
Bufo bufo,Amphibians
Bufo cryptotympanicus,Amphibians
Bufo eichwaldi,Amphibians
Bufo gargarizans,Amphibians
Bufo japonicus,Amphibians
Bufo kabischi,Amphibians
Bufo mauritanicus,Amphibians
Bufo minshanicus,Amphibians
Bufo pageoti,Amphibians
Bufo pentoni,Amphibians
Bufo stejnegeri,Amphibians
Bufo tibetanus,Amphibians
Bufo tihamicus,Amphibians
Bufo torrenticola,Amphibians
Bufo tuberculatus,Amphibians
Bufo verrucosissimus,Amphibians
Bufo wolongensis,Amphibians
Bufoides meghalayanus,Amphibians
Cacosternum boettgeri,Amphibians
Cacosternum capense,Amphibians
Cacosternum karooicum,Amphibians
Cacosternum kinangopensis,Amphibians
Cacosternum leleupi,Amphibians
Cacosternum namaquense,Amphibians
Cacosternum nanum,Amphibians
Cacosternum parvum,Amphibians
Cacosternum platys,Amphibians
Cacosternum plimptoni,Amphibians
Cacosternum poyntoni,Amphibians
Cacosternum striatum,Amphibians
Caecilia abitaguae,Amphibians
Caecilia antioquiaensis,Amphibians
Caecilia attenuata,Amphibians
Caecilia bokermanni,Amphibians
Caecilia caribea,Amphibians
Caecilia corpulenta,Amphibians
Caecilia crassisquama,Amphibians
Caecilia degenerata,Amphibians
Caecilia disossea,Amphibians
Caecilia dunni,Amphibians
Caecilia flavopunctata,Amphibians
Caecilia gracilis,Amphibians
Caecilia guntheri,Amphibians
Caecilia inca,Amphibians
Caecilia isthmica,Amphibians
Caecilia leucocephala,Amphibians
Caecilia marcusi,Amphibians
Caecilia nigricans,Amphibians
Caecilia occidentalis,Amphibians
Caecilia orientalis,Amphibians
Caecilia pachynema,Amphibians
Caecilia perdita,Amphibians
Caecilia pressula,Amphibians
Caecilia subdermalis,Amphibians
Caecilia subnigricans,Amphibians
Caecilia tentaculata,Amphibians
Caecilia tenuissima,Amphibians
Caecilia thompsoni,Amphibians
Caecilia volcani,Amphibians
Caecilita iwokramae,Amphibians
Callixalus pictus,Amphibians
Calluella brooksii,Amphibians
Calluella flava,Amphibians
Calluella guttulata,Amphibians
Calluella minuta,Amphibians
Calluella smithi,Amphibians
Calluella volzi,Amphibians
Calluella yunnanensis,Amphibians
Callulina hanseni,Amphibians
Callulina kanga,Amphibians
Callulina kisiwamsitu,Amphibians
Callulina kreffti,Amphibians
Callulina laphami,Amphibians
Callulina meteora,Amphibians
Callulina shengena,Amphibians
Callulina stanleyi,Amphibians
Callulops boettgeri,Amphibians
Callulops comptus,Amphibians
Callulops doriae,Amphibians
Callulops dubius,Amphibians
Callulops fuscus,Amphibians
Callulops glandulosus,Amphibians
Callulops humicola,Amphibians
Callulops kopsteini,Amphibians
Callulops marmoratus,Amphibians
Callulops personatus,Amphibians
Callulops robustus,Amphibians
Callulops sagittatus,Amphibians
Callulops stictogaster,Amphibians
Callulops wilhelmanus,Amphibians
Calotriton arnoldi,Amphibians
Calotriton asper,Amphibians
Calyptocephalella gayi,Amphibians
Capensibufo rosei,Amphibians
Capensibufo tradouwi,Amphibians
Cardioglossa alsco,Amphibians
Cardioglossa aureoli,Amphibians
Cardioglossa cyaneospila,Amphibians
Cardioglossa elegans,Amphibians
Cardioglossa escalerae,Amphibians
Cardioglossa gracilis,Amphibians
Cardioglossa gratiosa,Amphibians
Cardioglossa leucomystax,Amphibians
Cardioglossa melanogaster,Amphibians
Cardioglossa nigromaculata,Amphibians
Cardioglossa oreas,Amphibians
Cardioglossa pulchra,Amphibians
Cardioglossa schioetzi,Amphibians
Cardioglossa trifasciata,Amphibians
Cardioglossa venusta,Amphibians
Celsiella vozmedianoi,Amphibians
Centrolene acanthidiocephalum,Amphibians
Centrolene altitudinale,Amphibians
Centrolene antioquiense,Amphibians
Centrolene audax,Amphibians
Centrolene azulae,Amphibians
Centrolene bacatum,Amphibians
Centrolene ballux,Amphibians
Centrolene buckleyi,Amphibians
Centrolene condor,Amphibians
Centrolene daidaleum,Amphibians
Centrolene durrellorum,Amphibians
Centrolene fernandoi,Amphibians
Centrolene geckoideum,Amphibians
Centrolene gemmatum,Amphibians
Centrolene guanacarum,Amphibians
Centrolene heloderma,Amphibians
Centrolene hesperium,Amphibians
Centrolene huilense,Amphibians
Centrolene hybrida,Amphibians
Centrolene lema,Amphibians
Centrolene lemniscatum,Amphibians
Centrolene lynchi,Amphibians
Centrolene mariaelenae,Amphibians
Centrolene medemi,Amphibians
Centrolene muelleri,Amphibians
Centrolene notostictum,Amphibians
Centrolene ocellifera,Amphibians
Centrolene paezorum,Amphibians
Centrolene papillahallicum,Amphibians
Centrolene peristictum,Amphibians
Centrolene petrophilum,Amphibians
Centrolene pipilatum,Amphibians
Centrolene prosoblepon,Amphibians
Centrolene quindianum,Amphibians
Centrolene robledoi,Amphibians
Centrolene sanchezi,Amphibians
Centrolene scirtetes,Amphibians
Centrolene solitaria,Amphibians
Centrolene venezuelense,Amphibians
Ceratobatrachus guentheri,Amphibians
Ceratophrys aurita,Amphibians
Ceratophrys calcarata,Amphibians
Ceratophrys cornuta,Amphibians
Ceratophrys cranwelli,Amphibians
Ceratophrys joazeirensis,Amphibians
Ceratophrys ornata,Amphibians
Ceratophrys stolzmanni,Amphibians
Ceratophrys testudo,Amphibians
Ceuthomantis aracamuni,Amphibians
Ceuthomantis cavernibardus,Amphibians
Ceuthomantis duellmani,Amphibians
Chacophrys pierottii,Amphibians
Chaltenobatrachus grandisonae,Amphibians
Chaperina fusca,Amphibians
Charadrahyla altipotens,Amphibians
Charadrahyla chaneque,Amphibians
Charadrahyla nephila,Amphibians
Charadrahyla taeniopus,Amphibians
Charadrahyla trux,Amphibians
Chiasmocleis alagoanus,Amphibians
Chiasmocleis albopunctata,Amphibians
Chiasmocleis anatipes,Amphibians
Chiasmocleis atlantica,Amphibians
Chiasmocleis avilapiresae,Amphibians
Chiasmocleis bassleri,Amphibians
Chiasmocleis capixaba,Amphibians
Chiasmocleis carvalhoi,Amphibians
Chiasmocleis centralis,Amphibians
Chiasmocleis cordeiroi,Amphibians
Chiasmocleis crucis,Amphibians
Chiasmocleis devriesi,Amphibians
Chiasmocleis gnoma,Amphibians
Chiasmocleis hudsoni,Amphibians
Chiasmocleis jimi,Amphibians
Chiasmocleis leucosticta,Amphibians
Chiasmocleis magnova,Amphibians
Chiasmocleis mantiqueira,Amphibians
Chiasmocleis mehelyi,Amphibians
Chiasmocleis panamensis,Amphibians
Chiasmocleis sapiranga,Amphibians
Chiasmocleis schubarti,Amphibians
Chiasmocleis shudikarensis,Amphibians
Chiasmocleis ventrimaculata,Amphibians
Chikila fulleri,Amphibians
Chioglossa lusitanica,Amphibians
Chiromantis cherrapunjiae,Amphibians
Chiromantis doriae,Amphibians
Chiromantis dudhwaensis,Amphibians
Chiromantis hansenae,Amphibians
Chiromantis kelleri,Amphibians
Chiromantis laevis,Amphibians
Chiromantis nongkhorensis,Amphibians
Chiromantis petersii,Amphibians
Chiromantis punctatus,Amphibians
Chiromantis rufescens,Amphibians
Chiromantis samkosensis,Amphibians
Chiromantis shyamrupus,Amphibians
Chiromantis simus,Amphibians
Chiromantis vittatus,Amphibians
Chiromantis xerampelina,Amphibians
Chiropterotriton arboreus,Amphibians
Chiropterotriton chiropterus,Amphibians
Chiropterotriton chondrostega,Amphibians
Chiropterotriton cracens,Amphibians
Chiropterotriton dimidiatus,Amphibians
Chiropterotriton lavae,Amphibians
Chiropterotriton magnipes,Amphibians
Chiropterotriton mosaueri,Amphibians
Chiropterotriton multidentatus,Amphibians
Chiropterotriton orculus,Amphibians
Chiropterotriton priscus,Amphibians
Chiropterotriton terrestris,Amphibians
Choerophryne allisoni,Amphibians
Choerophryne burtoni,Amphibians
Choerophryne longirostris,Amphibians
Choerophryne proboscidea,Amphibians
Choerophryne rostellifer,Amphibians
Chrysobatrachus cupreonitens,Amphibians
Chrysopaa sternosignata,Amphibians
Chthonerpeton arii,Amphibians
Chthonerpeton indistinctum,Amphibians
Chthonerpeton noctinectes,Amphibians
Chthonerpeton onorei,Amphibians
Chthonerpeton viviparum,Amphibians
Churamiti maridadi,Amphibians
Clinotarsus alticola,Amphibians
Clinotarsus curtipes,Amphibians
Cochranella adenocheira,Amphibians
Cochranella balionota,Amphibians
Cochranella croceopodes,Amphibians
Cochranella duidaeana,Amphibians
Cochranella euhystrix,Amphibians
Cochranella euknemos,Amphibians
Cochranella geijskesi,Amphibians
Cochranella granulosa,Amphibians
Cochranella litoralis,Amphibians
Cochranella mache,Amphibians
Cochranella megistra,Amphibians
Cochranella nola,Amphibians
Cochranella orejuela,Amphibians
Cochranella phryxa,Amphibians
Cochranella ramirezi,Amphibians
Cochranella resplendens,Amphibians
Cochranella revocata,Amphibians
Cochranella ritae,Amphibians
Cochranella riveroi,Amphibians
Cochranella savagei,Amphibians
Cochranella xanthocheridia,Amphibians
Colostethus agilis,Amphibians
Colostethus alacris,Amphibians
Colostethus brachistriatus,Amphibians
Colostethus dysprosium,Amphibians
Colostethus fraterdanieli,Amphibians
Colostethus fugax,Amphibians
Colostethus furviventris,Amphibians
Colostethus imbricolus,Amphibians
Colostethus inguinalis,Amphibians
Colostethus jacobuspetersi,Amphibians
Colostethus latinasus,Amphibians
Colostethus lynchi,Amphibians
Colostethus mertensi,Amphibians
Colostethus panamansis,Amphibians
Colostethus poecilonotus,Amphibians
Colostethus pratti,Amphibians
Colostethus ramirezi,Amphibians
Colostethus ruthveni,Amphibians
Colostethus thorntoni,Amphibians
Colostethus ucumari,Amphibians
Colostethus yaguara,Amphibians
Conraua alleni,Amphibians
Conraua beccarii,Amphibians
Conraua crassipes,Amphibians
Conraua derooi,Amphibians
Conraua goliath,Amphibians
Conraua robusta,Amphibians
Cophixalus aenigma,Amphibians
Cophixalus aimbensis,Amphibians
Cophixalus ateles,Amphibians
Cophixalus balbus,Amphibians
Cophixalus bewaniensis,Amphibians
Cophixalus biroi,Amphibians
Cophixalus bombiens,Amphibians
Cophixalus cheesmanae,Amphibians
Cophixalus concinnus,Amphibians
Cophixalus crepitans,Amphibians
Cophixalus cryptotympanum,Amphibians
Cophixalus daymani,Amphibians
Cophixalus exiguus,Amphibians
Cophixalus hosmeri,Amphibians
Cophixalus humicola,Amphibians
Cophixalus infacetus,Amphibians
Cophixalus kaindiensis,Amphibians
Cophixalus mcdonaldi,Amphibians
Cophixalus misimae,Amphibians
Cophixalus montanus,Amphibians
Cophixalus monticola,Amphibians
Cophixalus neglectus,Amphibians
Cophixalus nubicola,Amphibians
Cophixalus ornatus,Amphibians
Cophixalus parkeri,Amphibians
Cophixalus peninsularis,Amphibians
Cophixalus pipilans,Amphibians
Cophixalus pulchellus,Amphibians
Cophixalus riparius,Amphibians
Cophixalus saxatilis,Amphibians
Cophixalus shellyi,Amphibians
Cophixalus sisyphus,Amphibians
Cophixalus sphagnicola,Amphibians
Cophixalus tagulensis,Amphibians
Cophixalus tetzlaffi,Amphibians
Cophixalus timidus,Amphibians
Cophixalus tridactylus,Amphibians
Cophixalus variabilis,Amphibians
Cophixalus verecundus,Amphibians
Cophixalus verrucosus,Amphibians
Cophixalus zweifeli,Amphibians
Cophyla berara,Amphibians
Cophyla occultans,Amphibians
Cophyla phyllodactyla,Amphibians
Copiula exspectata,Amphibians
Copiula fistulans,Amphibians
Copiula major,Amphibians
Copiula minor,Amphibians
Copiula obsti,Amphibians
Copiula oxyrhina,Amphibians
Copiula pipiens,Amphibians
Copiula tyleri,Amphibians
Corythomantis greeningi,Amphibians
Craugastor adamastus,Amphibians
Craugastor alfredi,Amphibians
Craugastor amniscola,Amphibians
Craugastor anciano,Amphibians
Craugastor andi,Amphibians
Craugastor angelicus,Amphibians
Craugastor aphanus,Amphibians
Craugastor augusti,Amphibians
Craugastor aurilegulus,Amphibians
Craugastor azueroensis,Amphibians
Craugastor batrachylus,Amphibians
Craugastor berkenbuschii,Amphibians
Craugastor bocourti,Amphibians
Craugastor bransfordii,Amphibians
Craugastor brocchi,Amphibians
Craugastor campbelli,Amphibians
Craugastor catalinae,Amphibians
Craugastor chac,Amphibians
Craugastor charadra,Amphibians
Craugastor chingopetaca,Amphibians
Craugastor chrysozetetes,Amphibians
Craugastor coffeus,Amphibians
Craugastor crassidigitus,Amphibians
Craugastor cruzi,Amphibians
Craugastor cuaquero,Amphibians
Craugastor cyanochthebius,Amphibians
Craugastor daryi,Amphibians
Craugastor decoratus,Amphibians
Craugastor emcelae,Amphibians
Craugastor emleni,Amphibians
Craugastor epochthidius,Amphibians
Craugastor escoces,Amphibians
Craugastor fecundus,Amphibians
Craugastor fitzingeri,Amphibians
Craugastor fleischmanni,Amphibians
Craugastor glaucus,Amphibians
Craugastor gollmeri,Amphibians
Craugastor greggi,Amphibians
Craugastor guerreroensis,Amphibians
Craugastor gulosus,Amphibians
Craugastor hobartsmithi,Amphibians
Craugastor inachus,Amphibians
Craugastor jota,Amphibians
Craugastor laevissimus,Amphibians
Craugastor laticeps,Amphibians
Craugastor lauraster,Amphibians
Craugastor lineatus,Amphibians
Craugastor loki,Amphibians
Craugastor longirostris,Amphibians
Craugastor matudai,Amphibians
Craugastor megacephalus,Amphibians
Craugastor megalotympanum,Amphibians
Craugastor melanostictus,Amphibians
Craugastor merendonensis,Amphibians
Craugastor mexicanus,Amphibians
Craugastor milesi,Amphibians
Craugastor mimus,Amphibians
Craugastor monnichorum,Amphibians
Craugastor montanus,Amphibians
Craugastor myllomyllon,Amphibians
Craugastor nefrens,Amphibians
Craugastor noblei,Amphibians
Craugastor obesus,Amphibians
Craugastor occidentalis,Amphibians
Craugastor olanchano,Amphibians
Craugastor omiltemanus,Amphibians
Craugastor omoaensis,Amphibians
Craugastor opimus,Amphibians
Craugastor palenque,Amphibians
Craugastor pechorum,Amphibians
Craugastor pelorus,Amphibians
Craugastor persimilis,Amphibians
Craugastor phasma,Amphibians
Craugastor podiciferus,Amphibians
Craugastor polymniae,Amphibians
Craugastor polyptychus,Amphibians
Craugastor pozo,Amphibians
Craugastor psephosypharus,Amphibians
Craugastor punctariolus,Amphibians
Craugastor pygmaeus,Amphibians
Craugastor raniformis,Amphibians
